#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1959.40   -0.205931    0.011730    0.404254    0.010423  -0.7056538   0.0012944   -0.032465    0.000000   -0.000771    0.000000
   1959.45   -0.150693    0.011907    0.477360    0.010945  -0.7292325   0.0013624   -0.031595    0.000000   -0.001011    0.000000
   1959.50   -0.067053    0.010628    0.484588    0.010021  -0.7410107   0.0011745   -0.030427    0.000000   -0.001184    0.000000
   1959.55    0.003976    0.009861    0.513164    0.010406  -0.7504307   0.0012442   -0.029165    0.000000   -0.001427    0.000000
   1959.60    0.087128    0.011361    0.497079    0.010828  -0.7684840   0.0013671   -0.028146    0.000000   -0.001294    0.000000
   1959.65    0.147625    0.010867    0.488673    0.010479  -0.7779683   0.0012646   -0.027441    0.000000   -0.001345    0.000000
   1959.70    0.201404    0.012342    0.464919    0.010475  -0.7986204   0.0013402   -0.027285    0.000000   -0.001452    0.000000
   1959.75    0.236356    0.011431    0.401115    0.009996  -0.8251973   0.0012595   -0.027556    0.000000   -0.001926    0.000000
   1959.80    0.247520    0.010701    0.338415    0.009711  -0.8529743   0.0010977   -0.028138    0.000000   -0.002496    0.000000
   1959.85    0.236704    0.012305    0.285160    0.010442  -0.8880012   0.0012260   -0.028865    0.000000   -0.003243    0.000000
   1959.90    0.228138    0.010479    0.213229    0.009495  -0.9165348   0.0012165   -0.029445    0.000000   -0.004237    0.000000
   1959.95    0.175484    0.013029    0.178580    0.011809  -0.9438181   0.0014823   -0.029811    0.000000   -0.004802    0.000000
   1960.00    0.121623    0.015913    0.124103    0.012733  -0.9717380   0.0014449   -0.029948    0.000000   -0.005249    0.000000
   1960.05    0.086632    0.013293    0.124936    0.011539  -1.0003012   0.0013935   -0.029948    0.000000   -0.005124    0.000000
   1960.10    0.014744    0.012661    0.090279    0.011218  -1.0205639   0.0013423   -0.029760    0.000000   -0.004628    0.000000
   1960.15    0.001493    0.012955    0.098143    0.010713  -1.0432436   0.0013602   -0.029795    0.000000   -0.003778    0.000000
   1960.20   -0.046054    0.012341    0.117903    0.010458  -1.0781129   0.0012145   -0.030029    0.000000   -0.002558    0.000000
   1960.25   -0.065233    0.011172    0.118772    0.010090  -1.1070682   0.0012325   -0.030354    0.000000   -0.001740    0.000000
   1960.30   -0.125900    0.010657    0.160381    0.009891  -1.1297165   0.0011582   -0.030467    0.000000   -0.001060    0.000000
   1960.35   -0.116267    0.011764    0.214387    0.010711  -1.1650058   0.0012678   -0.030492    0.000000   -0.000964    0.000000
   1960.40   -0.151503    0.010802    0.224507    0.010538  -1.1878943   0.0012557   -0.029888    0.000000   -0.000927    0.000000
   1960.45   -0.143966    0.009244    0.265359    0.009408  -1.2051351   0.0011437   -0.029037    0.000000   -0.001230    0.000000
   1960.50   -0.126143    0.010018    0.317178    0.009809  -1.2175920   0.0011845   -0.027866    0.000000   -0.001475    0.000000
   1960.55   -0.092035    0.010783    0.339577    0.009681  -1.2287475   0.0013918   -0.026573    0.000000   -0.001577    0.000000
   1960.60   -0.033514    0.009683    0.348788    0.009985  -1.2293946   0.0014453   -0.025611    0.000000   -0.001584    0.000000
   1960.65   -0.012898    0.009828    0.368366    0.010154  -1.2446710   0.0012037   -0.025000    0.000000   -0.001603    0.000000
   1960.70    0.030348    0.011030    0.376583    0.010338  -1.2596255   0.0013129   -0.024811    0.000000   -0.001737    0.000000
   1960.75    0.053630    0.010360    0.374051    0.009282  -1.2781370   0.0010731   -0.025071    0.000000   -0.002393    0.000000
   1960.80    0.063093    0.011652    0.351474    0.009734  -1.3010051   0.0011031   -0.025756    0.000000   -0.002959    0.000000
   1960.85    0.053940    0.012698    0.373055    0.010344  -1.3267784   0.0011628   -0.026380    0.000000   -0.003892    0.000000
   1960.90    0.066007    0.013258    0.319336    0.010394  -1.3532481   0.0011717   -0.026926    0.000000   -0.004706    0.000000
   1960.95    0.095984    0.016523    0.293940    0.011764  -1.3820044   0.0014828   -0.027398    0.000000   -0.005456    0.000000
   1961.00    0.068971    0.015170    0.303685    0.012275  -1.4063549   0.0014472   -0.027464    0.000000   -0.005694    0.000000
   1961.05    0.091925    0.016385    0.215197    0.013866  -1.4247930   0.0015207   -0.027431    0.000000   -0.005630    0.000000
   1961.10    0.052631    0.013424    0.229462    0.011867  -1.4475247   0.0012666   -0.027516    0.000000   -0.005144    0.000000
   1961.15    0.068894    0.009241    0.153286    0.009642  -1.4643914   0.0009823   -0.027456    0.000000   -0.004303    0.000000
   1961.20    0.033123    0.009510    0.173828    0.010135  -1.4966952   0.0010374   -0.027761    0.000000   -0.003317    0.000000
   1961.25    0.048088    0.010936    0.167216    0.011001  -1.5291375   0.0012022   -0.028071    0.000000   -0.002407    0.000000
   1961.30    0.024208    0.011612    0.161192    0.010970  -1.5476808   0.0011953   -0.028251    0.000000   -0.001726    0.000000
   1961.35   -0.002482    0.010685    0.173285    0.010667  -1.5715868   0.0011622   -0.028129    0.000000   -0.001663    0.000000
   1961.40    0.003326    0.010445    0.173174    0.010197  -1.5982398   0.0011443   -0.027663    0.000000   -0.001600    0.000000
   1961.45    0.008858    0.009830    0.174182    0.010389  -1.6143375   0.0011374   -0.026786    0.000000   -0.001896    0.000000
   1961.50    0.012493    0.011072    0.158161    0.010495  -1.6238424   0.0011519   -0.025567    0.000000   -0.002126    0.000000
   1961.55    0.030144    0.012493    0.182170    0.010726  -1.6306066   0.0011576   -0.024541    0.000000   -0.002249    0.000000
   1961.60    0.009273    0.012195    0.210849    0.011071  -1.6405329   0.0012124   -0.023502    0.000000   -0.002224    0.000000
   1961.65    0.012862    0.011351    0.185026    0.010764  -1.6590372   0.0011987   -0.022904    0.000000   -0.002236    0.000000
   1961.70   -0.015231    0.010231    0.206723    0.009487  -1.6755261   0.0010134   -0.022774    0.000000   -0.002523    0.000000
   1961.75   -0.016367    0.010974    0.216493    0.010166  -1.6913381   0.0011488   -0.023040    0.000000   -0.002940    0.000000
   1961.80   -0.036872    0.011731    0.216631    0.010955  -1.7121958   0.0012976   -0.023677    0.000000   -0.003750    0.000000
   1961.85   -0.051932    0.012706    0.248999    0.011403  -1.7350129   0.0011378   -0.024495    0.000000   -0.004714    0.000000
   1961.90   -0.062876    0.012687    0.288386    0.010806  -1.7621758   0.0011700   -0.024814    0.000003   -0.005482    0.000003
   1961.95   -0.050335    0.011438    0.270675    0.011127  -1.7844688   0.0012450   -0.026434    0.000034   -0.006774    0.000034
   1962.00   -0.018313    0.026090    0.225763    0.025761  -1.8130266   0.0001085   -0.000177    0.000993   -0.000044    0.000993
   1962.05   -0.053832    0.030144    0.228197    0.030169  -1.8383605   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.10   -0.060134    0.030000    0.238637    0.029997  -1.8584738   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.15   -0.037163    0.029997    0.251852    0.029997  -1.8839862   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.20    0.002396    0.030001    0.260877    0.030001  -1.9105542   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.25    0.042475    0.030000    0.250373    0.030000  -1.9389631   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.30    0.074018    0.030000    0.229117    0.030000  -1.9688775   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.35    0.091302    0.030000    0.210024    0.030000  -1.9992285   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.40    0.096735    0.030000    0.181084    0.030000  -2.0287813   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.45    0.098536    0.030000    0.142017    0.030000  -2.0469021   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.50    0.098375    0.030000    0.114016    0.030000  -2.0581498   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.55    0.090453    0.030000    0.097143    0.030000  -2.0708043   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.60    0.073870    0.030000    0.074435    0.030000  -2.0859530   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.65    0.048889    0.030000    0.050906    0.030000  -2.0991562   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.70    0.015078    0.030000    0.042841    0.030000  -2.1197006   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.75   -0.025028    0.030000    0.050149    0.030000  -2.1429636   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.80   -0.067874    0.030000    0.067357    0.030000  -2.1696455   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.85   -0.098504    0.030000    0.096996    0.030000  -2.2022964   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.90   -0.122396    0.030000    0.133364    0.030000  -2.2319009   0.0001000    0.000000    0.001000    0.000000    0.001000
   1962.95   -0.158748    0.030000    0.174988    0.030000  -2.2636951   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.00   -0.195431    0.030000    0.218487    0.030000  -2.2905145   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.05   -0.204118    0.030000    0.259918    0.030000  -2.3097488   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.10   -0.179995    0.030000    0.293757    0.030000  -2.3269571   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.15   -0.143193    0.030000    0.320728    0.030000  -2.3495224   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.20   -0.098939    0.030000    0.344135    0.030000  -2.3766263   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.25   -0.043198    0.030000    0.358185    0.030000  -2.4084864   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.30    0.021621    0.030000    0.352366    0.030000  -2.4423076   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.35    0.089438    0.030000    0.330914    0.030000  -2.4757316   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.40    0.147116    0.030000    0.303392    0.030000  -2.5050107   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.45    0.191183    0.030000    0.269113    0.030000  -2.5308778   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.50    0.220006    0.030000    0.226620    0.030000  -2.5517767   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.55    0.224031    0.030000    0.180344    0.030000  -2.5664810   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.60    0.200043    0.030000    0.130365    0.030000  -2.5833673   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.65    0.153509    0.030000    0.077994    0.030000  -2.6052109   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.70    0.100624    0.030000    0.029293    0.030000  -2.6309201   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.75    0.044255    0.030000   -0.007333    0.030000  -2.6621208   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.80   -0.025371    0.030000   -0.022842    0.030000  -2.6978010   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.85   -0.096790    0.030000   -0.011890    0.030000  -2.7407682   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.90   -0.146878    0.030000    0.014651    0.030000  -2.7778013   0.0001000    0.000000    0.001000    0.000000    0.001000
   1963.95   -0.181562    0.030000    0.044185    0.030000  -2.8122321   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.00   -0.226326    0.030000    0.082555    0.030000  -2.8470484   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.05   -0.278863    0.030000    0.140171    0.030000  -2.8872126   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.10   -0.305957    0.030000    0.210892    0.030000  -2.9260053   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.15   -0.288675    0.030000    0.277567    0.030000  -2.9620835   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.20   -0.241773    0.030000    0.333998    0.030000  -3.0019547   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.25   -0.180073    0.030000    0.384846    0.030000  -3.0440129   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.30   -0.112361    0.030000    0.426302    0.030000  -3.0821964   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.35   -0.050480    0.030000    0.453333    0.030000  -3.1241626   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.40    0.006542    0.030000    0.459446    0.030000  -3.1647517   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.45    0.065289    0.030000    0.445365    0.030000  -3.1996382   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.50    0.124090    0.030000    0.415219    0.030000  -3.2202138   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.55    0.178722    0.030000    0.374891    0.030000  -3.2418377   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.60    0.222360    0.030000    0.319900    0.030000  -3.2651169   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.65    0.241938    0.030000    0.245833    0.030000  -3.2870742   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.70    0.232859    0.030000    0.163613    0.030000  -3.3130804   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.75    0.203752    0.030000    0.092739    0.030000  -3.3510725   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.80    0.160684    0.030000    0.043771    0.030000  -3.3937870   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.85    0.105109    0.030000    0.011840    0.030000  -3.4349215   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.90    0.042777    0.030000   -0.012589    0.030000  -3.4756200   0.0001000    0.000000    0.001000    0.000000    0.001000
   1964.95   -0.017426    0.030000   -0.021176    0.030000  -3.5176160   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.00   -0.075557    0.030000   -0.006819    0.030000  -3.5566530   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.05   -0.135133    0.030000    0.026213    0.030000  -3.5895703   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.10   -0.187238    0.030000    0.068933    0.030000  -3.6292252   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.15   -0.222283    0.030000    0.114672    0.030000  -3.6691657   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.20   -0.241418    0.030000    0.170247    0.030000  -3.7147353   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.25   -0.238206    0.030000    0.230705    0.030000  -3.7645406   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.30   -0.214942    0.030000    0.286809    0.030000  -3.8133380   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.35   -0.185427    0.030000    0.335402    0.030000  -3.8551734   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.40   -0.153101    0.030000    0.374423    0.030000  -3.8956923   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.45   -0.105004    0.030000    0.406950    0.030000  -3.9347920   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.50   -0.034650    0.030000    0.430055    0.030000  -3.9659708   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.55    0.035130    0.030000    0.432471    0.030000  -3.9950155   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.60    0.079037    0.030000    0.412688    0.030000  -4.0254479   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.65    0.106346    0.030000    0.368533    0.030000  -4.0572441   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.70    0.137719    0.030000    0.306068    0.030000  -4.0954150   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.75    0.170939    0.030000    0.241015    0.030000  -4.1389680   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.80    0.192057    0.030000    0.183271    0.030000  -4.1845130   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.85    0.188129    0.030000    0.136048    0.030000  -4.2303793   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.90    0.158141    0.030000    0.091134    0.030000  -4.2789655   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.95    0.110088    0.030000    0.048508    0.030000  -4.3210004   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.00    0.055908    0.030000    0.019071    0.030000  -4.3602731   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.05    0.007948    0.030000    0.013026    0.030000  -4.4031323   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.10   -0.036919    0.030000    0.021765    0.030000  -4.4491536   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.15   -0.082423    0.030000    0.037233    0.030000  -4.4947067   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.20   -0.117177    0.030000    0.059649    0.030000  -4.5401856   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.25   -0.141819    0.030000    0.092509    0.030000  -4.5907090   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.30   -0.161451    0.030000    0.131578    0.030000  -4.6432832   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.35   -0.164821    0.030000    0.165396    0.030000  -4.6953028   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.40   -0.150697    0.030000    0.196717    0.030000  -4.7421128   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.45   -0.130014    0.030000    0.238130    0.030000  -4.7819530   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.50   -0.108328    0.030000    0.282495    0.030000  -4.8180928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.55   -0.082491    0.030000    0.311535    0.030000  -4.8479849   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.60   -0.052871    0.030000    0.327780    0.030000  -4.8798980   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.65   -0.021758    0.030000    0.335965    0.030000  -4.9181681   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.70    0.010512    0.030000    0.331069    0.030000  -4.9609283   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.75    0.046274    0.030000    0.313186    0.030000  -5.0080145   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.80    0.079473    0.030000    0.285958    0.030000  -5.0576320   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.85    0.102957    0.030000    0.250271    0.030000  -5.1091927   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.90    0.121443    0.030000    0.210120    0.030000  -5.1598253   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.95    0.124926    0.030000    0.179743    0.030000  -5.2063935   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.00    0.099884    0.030000    0.165697    0.030000  -5.2490800   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.05    0.063233    0.030000    0.158006    0.030000  -5.2886286   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.10    0.037184    0.030000    0.152011    0.030000  -5.3321403   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.15    0.023843    0.030000    0.147007    0.030000  -5.3796464   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.20    0.014867    0.030000    0.139698    0.030000  -5.4287880   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.25    0.005279    0.030000    0.138532    0.030000  -5.4786831   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.30   -0.005124    0.030000    0.146919    0.030000  -5.5316641   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.35   -0.009749    0.030000    0.153983    0.030000  -5.5837565   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.40   -0.005766    0.030000    0.156673    0.030000  -5.6312320   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.45   -0.002271    0.030000    0.162391    0.030000  -5.6692502   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.50   -0.004830    0.030000    0.175389    0.030000  -5.7022195   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.55   -0.008808    0.030000    0.186401    0.030000  -5.7324072   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.60   -0.011346    0.030000    0.189759    0.030000  -5.7628975   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.65   -0.015408    0.030000    0.189087    0.030000  -5.7976641   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.70   -0.024647    0.030000    0.187952    0.030000  -5.8334941   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.75   -0.031563    0.030000    0.188884    0.030000  -5.8745402   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.80   -0.032540    0.030000    0.195250    0.030000  -5.9194336   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.85   -0.030499    0.030001    0.203517    0.030001  -5.9686262   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.90   -0.028350    0.029963    0.212332    0.029963  -6.0173061   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.95   -0.028981    0.030389    0.225906    0.030389  -6.0649583   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.00   -0.026959    0.024420    0.237250    0.024420  -6.1118466   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.05   -0.018440    0.019722    0.240982    0.019722  -6.1557591   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.10   -0.008036    0.020019    0.241684    0.020019  -6.2029509   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.15    0.007676    0.020000    0.239773    0.020000  -6.2521372   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.20    0.022548    0.020000    0.236394    0.020000  -6.2980354   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.25    0.031245    0.020000    0.234823    0.020000  -6.3451740   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.30    0.044705    0.020000    0.231763    0.020000  -6.4004432   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.35    0.056216    0.020000    0.222374    0.020000  -6.4511691   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.40    0.058086    0.020000    0.207969    0.020000  -6.4981501   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.45    0.060139    0.020000    0.191367    0.020000  -6.5426664   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.50    0.065524    0.020000    0.173410    0.020000  -6.5756328   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.55    0.064689    0.020000    0.158012    0.020000  -6.6081111   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.60    0.050989    0.020000    0.147425    0.020000  -6.6455077   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.65    0.029334    0.020000    0.140401    0.020000  -6.6874866   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.70    0.007750    0.020000    0.130759    0.020000  -6.7292882   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.75   -0.012445    0.020000    0.117203    0.020000  -6.7760959   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.80   -0.041873    0.020000    0.111361    0.020000  -6.8235002   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.85   -0.085781    0.020000    0.124945    0.020000  -6.8739201   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.90   -0.124713    0.020000    0.152248    0.020000  -6.9246334   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.95   -0.136791    0.020000    0.183387    0.020000  -6.9725932   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.00   -0.130193    0.020000    0.213621    0.020000  -7.0187779   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.05   -0.117758    0.020000    0.244222    0.020000  -7.0631887   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.10   -0.106536    0.020000    0.278661    0.020000  -7.1103212   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.15   -0.096190    0.020000    0.314045    0.020000  -7.1629601   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.20   -0.075254    0.020000    0.337314    0.020000  -7.2186269   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.25   -0.038962    0.020000    0.348650    0.020000  -7.2775660   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.30    0.003889    0.020000    0.355222    0.020000  -7.3358536   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.35    0.048456    0.020000    0.349971    0.020000  -7.3894598   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.40    0.089184    0.020000    0.326187    0.020000  -7.4395154   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.45    0.119162    0.020000    0.294901    0.020000  -7.4872778   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.50    0.136279    0.020000    0.262703    0.020000  -7.5237620   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.55    0.141416    0.020000    0.227223    0.020000  -7.5609996   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.60    0.136062    0.020000    0.187523    0.020000  -7.5968105   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.65    0.121841    0.020000    0.149416    0.020000  -7.6342662   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.70    0.096916    0.020000    0.118360    0.020000  -7.6818428   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.75    0.059910    0.020000    0.092740    0.020000  -7.7335323   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.80    0.020093    0.020000    0.072017    0.020000  -7.7872272   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.85   -0.016898    0.020000    0.063396    0.020000  -7.8402809   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.90   -0.061438    0.020000    0.066214    0.020000  -7.8927002   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.95   -0.115423    0.020000    0.081559    0.020000  -7.9463821   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.00   -0.167338    0.020000    0.119356    0.020000  -7.9962285   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.05   -0.200264    0.020000    0.172092    0.020000  -8.0502875   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.10   -0.201231    0.020000    0.226531    0.020000  -8.1034701   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.15   -0.179065    0.020000    0.281443    0.020000  -8.1597057   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.20   -0.157907    0.020000    0.329860    0.020000  -8.2157554   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.25   -0.134061    0.020000    0.365296    0.020000  -8.2758241   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.30   -0.093039    0.020000    0.386804    0.020000  -8.3360525   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.35   -0.041094    0.020000    0.398747    0.020000  -8.3918138   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.40    0.015098    0.020000    0.404082    0.020000  -8.4422521   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.45    0.074819    0.020000    0.396867    0.020000  -8.4880061   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.50    0.130338    0.020000    0.371122    0.020000  -8.5275277   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.55    0.172258    0.020000    0.326615    0.020000  -8.5649384   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.60    0.197528    0.020000    0.272935    0.020000  -8.5982482   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.65    0.206605    0.020000    0.217784    0.020000  -8.6347645   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.70    0.201837    0.020000    0.158062    0.020000  -8.6763456   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.75    0.179872    0.020000    0.097901    0.020000  -8.7235918   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.80    0.135239    0.020000    0.050411    0.020000  -8.7749677   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.85    0.074048    0.020000    0.024024    0.020000  -8.8319911   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.90    0.012435    0.020000    0.007001    0.020000  -8.8877945   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.95   -0.042783    0.020000   -0.000037    0.020000  -8.9385272   0.0001000    0.000000    0.001000    0.000000    0.001000
