#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1922.00   -0.027201    0.032744    0.021109    0.025496  -0.0001246   0.0000000   -0.076006    0.000000   -0.015550    0.000000
   1922.05   -0.104583    0.036212    0.005166    0.034387   0.0001778   0.0000000   -0.075826    0.000000   -0.015448    0.000000
   1922.10   -0.144662    0.026678    0.063956    0.028495  -0.0002977   0.0000000   -0.075708    0.000000   -0.014750    0.000000
   1922.15   -0.126590    0.023407    0.102081    0.028309   0.0000237   0.0000000   -0.075723    0.000000   -0.013750    0.000000
   1922.20   -0.122500    0.026747    0.178720    0.027545   0.0001641   0.0000000   -0.075800    0.000000   -0.012727    0.000000
   1922.25   -0.104085    0.024930    0.257104    0.034509  -0.0002546   0.0000000   -0.076256    0.000000   -0.011950    0.000000
   1922.30   -0.083243    0.023380    0.275080    0.024611   0.0001351   0.0000000   -0.076261    0.000000   -0.011348    0.000000
   1922.35   -0.057091    0.028571    0.275384    0.026954   0.0000607   0.0000000   -0.076178    0.000000   -0.011137    0.000000
   1922.40    0.023670    0.019409    0.285547    0.024009  -0.0001397   0.0000000   -0.075610    0.000000   -0.011225    0.000000
   1922.45    0.084179    0.016992    0.269078    0.023076   0.0000628   0.0000000   -0.074704    0.000000   -0.011440    0.000000
   1922.50    0.109844    0.018059    0.218721    0.022063   0.0001435   0.0000000   -0.073486    0.000000   -0.011780    0.000000
   1922.55    0.168256    0.017014    0.150747    0.024461  -0.0002321   0.0000000   -0.072249    0.000000   -0.011628    0.000000
   1922.60    0.218756    0.016420    0.129270    0.019418   0.0000330   0.0000000   -0.071438    0.000000   -0.011612    0.000000
   1922.65    0.207533    0.017544    0.094150    0.021970   0.0001172   0.0000000   -0.070714    0.000000   -0.011784    0.000000
   1922.70    0.218366    0.020089    0.038635    0.021386  -0.0003279   0.0000000   -0.070629    0.000000   -0.011875    0.000000
   1922.75    0.201648    0.023058   -0.000308    0.023153   0.0001988   0.0000000   -0.070901    0.000000   -0.012320    0.000000
   1922.80    0.170963    0.019939   -0.051154    0.019153   0.0000398   0.0000000   -0.071503    0.000000   -0.013019    0.000000
   1922.85    0.136152    0.025236   -0.025963    0.026357  -0.0001526   0.0000000   -0.072302    0.000000   -0.013873    0.000000
   1922.90    0.075088    0.025669   -0.031489    0.023963   0.0001636   0.0000000   -0.072987    0.000000   -0.014756    0.000000
   1922.95    0.006965    0.038465   -0.064899    0.042200   0.0000505   0.0000000   -0.073342    0.000000   -0.015382    0.000000
   1923.00   -0.041543    0.030173   -0.023779    0.034739  -0.0001342   0.0000000   -0.073536    0.000000   -0.015825    0.000000
   1923.05   -0.092658    0.025038   -0.040631    0.026608   0.0000146   0.0000000   -0.073442    0.000000   -0.015578    0.000000
   1923.10   -0.152892    0.030796   -0.000592    0.028018   0.0001973   0.0000000   -0.073366    0.000000   -0.015133    0.000000
   1923.15   -0.166644    0.029333    0.050813    0.027595  -0.0002557   0.0000000   -0.073336    0.000000   -0.013958    0.000000
   1923.20   -0.195179    0.020556    0.104109    0.021929   0.0001676   0.0000000   -0.073635    0.000000   -0.013018    0.000000
   1923.25   -0.177569    0.018510    0.173549    0.023102   0.0001050   0.0000000   -0.073928    0.000000   -0.012151    0.000000
   1923.30   -0.126544    0.020161    0.212121    0.025182  -0.0002668   0.0000000   -0.074055    0.000000   -0.011540    0.000000
   1923.35   -0.118365    0.020125    0.245390    0.025263   0.0003077   0.0000000   -0.073963    0.000000   -0.011221    0.000000
   1923.40   -0.097391    0.018620    0.288370    0.024902  -0.0001490   0.0000000   -0.073530    0.000000   -0.011382    0.000000
   1923.45   -0.016321    0.018638    0.303624    0.025725  -0.0001554   0.0000000   -0.072648    0.000000   -0.011653    0.000000
   1923.50    0.035391    0.014600    0.297635    0.020817   0.0001647   0.0000000   -0.071450    0.000000   -0.012013    0.000000
   1923.55    0.085167    0.016998    0.263134    0.022228  -0.0000558   0.0000000   -0.070230    0.000000   -0.011949    0.000000
   1923.60    0.165725    0.014988    0.335939    0.020818  -0.0001137   0.0000000   -0.069109    0.000000   -0.012014    0.000000
   1923.65    0.202600    0.017888    0.301240    0.022240   0.0001591   0.0000000   -0.068608    0.000000   -0.011882    0.000000
   1923.70    0.231188    0.018403    0.264616    0.023148   0.0000247   0.0000000   -0.068425    0.000000   -0.012160    0.000000
   1923.75    0.229390    0.023078    0.192091    0.021347  -0.0002085   0.0000000   -0.068705    0.000000   -0.012541    0.000000
   1923.80    0.178677    0.023855    0.101545    0.019290   0.0002941   0.0000000   -0.069321    0.000000   -0.013225    0.000000
   1923.85    0.181484    0.028009    0.098633    0.027204  -0.0000956   0.0000000   -0.070011    0.000000   -0.014294    0.000000
   1923.90    0.148250    0.024489    0.034045    0.023194  -0.0001246   0.0000000   -0.070555    0.000000   -0.015044    0.000000
   1923.95    0.095888    0.028781    0.006761    0.026743   0.0002663   0.0000000   -0.070936    0.000000   -0.015745    0.000000
   1924.00    0.033309    0.030700    0.013421    0.034061  -0.0001054   0.0000000   -0.071080    0.000000   -0.016092    0.000000
   1924.05   -0.014917    0.023288    0.002881    0.026082  -0.0000682   0.0000000   -0.071101    0.000000   -0.016052    0.000000
   1924.10   -0.033880    0.029042    0.031856    0.029080   0.0001490   0.0000000   -0.071037    0.000000   -0.015542    0.000000
   1924.15   -0.124276    0.034068    0.016171    0.028309   0.0000215   0.0000000   -0.071199    0.000000   -0.014590    0.000000
   1924.20   -0.110351    0.021008    0.090341    0.024392  -0.0001823   0.0000000   -0.071443    0.000000   -0.013497    0.000000
   1924.25   -0.132688    0.024124    0.137183    0.023960   0.0001456   0.0000000   -0.071766    0.000000   -0.012635    0.000000
   1924.30   -0.105755    0.016991    0.158313    0.019454  -0.0000186   0.0000000   -0.072018    0.000000   -0.012130    0.000000
   1924.35   -0.087564    0.025652    0.179948    0.029841  -0.0001922   0.0000000   -0.071821    0.000000   -0.011813    0.000000
   1924.40   -0.119598    0.024965    0.183065    0.035081   0.0002721   0.0000000   -0.071446    0.000000   -0.011985    0.000000
   1924.45   -0.079131    0.017290    0.200622    0.026754  -0.0001525   0.0000000   -0.070613    0.000000   -0.012436    0.000000
   1924.50   -0.039224    0.019540    0.236383    0.027191   0.0000124   0.0000000   -0.069435    0.000000   -0.012597    0.000000
   1924.55   -0.006593    0.014566    0.212100    0.016243   0.0002383   0.0000000   -0.068207    0.000000   -0.012660    0.000000
   1924.60    0.061213    0.016352    0.212601    0.017250  -0.0001196   0.0000000   -0.067259    0.000000   -0.012694    0.000000
   1924.65    0.085004    0.027178    0.229684    0.026882   0.0000782   0.0000000   -0.066612    0.000000   -0.012586    0.000000
   1924.70    0.090305    0.022371    0.204626    0.029248   0.0001520   0.0000000   -0.066583    0.000000   -0.012981    0.000000
   1924.75    0.093594    0.017085    0.167200    0.020807  -0.0000192   0.0000000   -0.066893    0.000000   -0.013354    0.000000
   1924.80    0.113347    0.019985    0.135340    0.021336  -0.0001795   0.0000000   -0.067576    0.000000   -0.014153    0.000000
   1924.85    0.061266    0.027904    0.129751    0.026159   0.0001762   0.0000000   -0.068192    0.000000   -0.015049    0.000000
   1924.90    0.092738    0.022643    0.100046    0.023154  -0.0001293   0.0000000   -0.068916    0.000000   -0.016110    0.000000
   1924.95    0.063269    0.025089    0.118902    0.026444  -0.0000507   0.0000000   -0.069197    0.000000   -0.016561    0.000000
   1925.00    0.042382    0.023761    0.041752    0.029182   0.0002842   0.0000000   -0.069422    0.000000   -0.017021    0.000000
   1925.05    0.024154    0.022609    0.071179    0.032964  -0.0002712   0.0000000   -0.069526    0.000000   -0.017004    0.000000
   1925.10   -0.011168    0.024342    0.061987    0.026710  -0.0000015   0.0000000   -0.069510    0.000000   -0.016564    0.000000
   1925.15   -0.056905    0.027216    0.017274    0.021895   0.0002308   0.0000000   -0.069597    0.000000   -0.015569    0.000000
   1925.20   -0.048844    0.026854    0.023187    0.023185  -0.0000565   0.0000000   -0.069907    0.000000   -0.014630    0.000000
   1925.25   -0.067704    0.025714    0.065620    0.026148   0.0000152   0.0000000   -0.070245    0.000000   -0.013651    0.000000
   1925.30   -0.063424    0.022118    0.126296    0.022820   0.0000969   0.0000000   -0.070422    0.000000   -0.013269    0.000000
   1925.35   -0.025205    0.038369    0.114386    0.030700  -0.0001111   0.0000000   -0.070305    0.000000   -0.012967    0.000000
   1925.40   -0.007974    0.024665    0.129985    0.026304   0.0000040   0.0000000   -0.069820    0.000000   -0.013104    0.000000
   1925.45   -0.013057    0.018396    0.146902    0.020866   0.0002064   0.0000000   -0.068905    0.000000   -0.013367    0.000000
   1925.50   -0.000944    0.022083    0.137118    0.025028  -0.0003258   0.0000000   -0.067822    0.000000   -0.013601    0.000000
   1925.55    0.001448    0.017208    0.154114    0.021146  -0.0000204   0.0000000   -0.066623    0.000000   -0.013477    0.000000
   1925.60    0.040797    0.021251    0.148553    0.024797   0.0002798   0.0000000   -0.065598    0.000000   -0.013446    0.000000
   1925.65    0.056603    0.017784    0.120033    0.017906  -0.0001598   0.0000000   -0.065176    0.000000   -0.013656    0.000000
   1925.70    0.066539    0.022855    0.082926    0.023229   0.0000621   0.0000000   -0.065073    0.000000   -0.013888    0.000000
   1925.75    0.052386    0.031884    0.076187    0.029772   0.0000394   0.0000000   -0.065424    0.000000   -0.014550    0.000000
   1925.80    0.061911    0.021200    0.096858    0.025901  -0.0001177   0.0000000   -0.066164    0.000000   -0.015373    0.000000
   1925.85   -0.018029    0.034480    0.053506    0.032853   0.0000552   0.0000000   -0.066815    0.000000   -0.016261    0.000000
   1925.90    0.039875    0.024465    0.065392    0.026089  -0.0001781   0.0000000   -0.067376    0.000000   -0.017274    0.000000
   1925.95    0.055204    0.035576    0.074576    0.028620  -0.0002093   0.0000000   -0.067739    0.000000   -0.017816    0.000000
   1926.00   -0.085045    0.028136    0.005522    0.027331   0.0000471   0.0000000   -0.067994    0.000000   -0.017947    0.000000
   1926.05   -0.068744    0.030548    0.003676    0.031749   0.0003029   0.0000000   -0.068055    0.000000   -0.017923    0.000000
   1926.10    0.013731    0.039386    0.038818    0.033461  -0.0001242   0.0000000   -0.068274    0.000000   -0.017394    0.000000
   1926.15   -0.100326    0.029109    0.046280    0.023061   0.0000980   0.0000000   -0.068500    0.000000   -0.016641    0.000000
   1926.20   -0.142129    0.029372    0.064730    0.028873   0.0000551   0.0000000   -0.068732    0.000000   -0.015438    0.000000
   1926.25   -0.108617    0.017374    0.109815    0.020199  -0.0001791   0.0000000   -0.069187    0.000000   -0.014912    0.000000
   1926.30   -0.105568    0.026728    0.143580    0.023961   0.0001069   0.0000000   -0.069361    0.000000   -0.014254    0.000000
   1926.35   -0.102771    0.026527    0.163357    0.026603   0.0001539   0.0000000   -0.069365    0.000000   -0.014076    0.000000
   1926.40   -0.087040    0.024684    0.170299    0.022429  -0.0000955   0.0000000   -0.068916    0.000000   -0.014137    0.000000
   1926.45   -0.054542    0.026279    0.170719    0.025056  -0.0000488   0.0000000   -0.068148    0.000000   -0.014258    0.000000
   1926.50   -0.017136    0.018096    0.205303    0.018915   0.0000443   0.0000000   -0.067073    0.000000   -0.014506    0.000000
   1926.55   -0.008024    0.019557    0.173378    0.021147  -0.0002737   0.0000000   -0.065838    0.000000   -0.014441    0.000000
   1926.60    0.030092    0.027302    0.205882    0.024381   0.0000345   0.0000000   -0.064978    0.000000   -0.014406    0.000000
   1926.65    0.051924    0.023889    0.224485    0.025918   0.0002527   0.0000000   -0.064307    0.000000   -0.014567    0.000000
   1926.70    0.037421    0.020696    0.181427    0.026543  -0.0001846   0.0000000   -0.064357    0.000000   -0.014977    0.000000
   1926.75    0.055187    0.028342    0.142872    0.027270   0.0000706   0.0000000   -0.064706    0.000000   -0.015551    0.000000
   1926.80    0.035823    0.026268    0.144302    0.020358  -0.0000127   0.0000000   -0.065362    0.000000   -0.016113    0.000000
   1926.85    0.028620    0.040118    0.166979    0.035814   0.0000165   0.0000000   -0.066124    0.000000   -0.017259    0.000000
   1926.90    0.038901    0.044635    0.142236    0.036648   0.0001686   0.0000000   -0.066630    0.000000   -0.018318    0.000000
   1926.95    0.003293    0.033363    0.129196    0.032492   0.0002114   0.0000000   -0.066916    0.000000   -0.018821    0.000000
   1927.00    0.000047    0.031621    0.158484    0.028226  -0.0000387   0.0000000   -0.067123    0.000000   -0.019033    0.000000
   1927.05   -0.050463    0.031590    0.164795    0.025851   0.0000901   0.0000000   -0.067336    0.000000   -0.018744    0.000000
   1927.10    0.029150    0.027780    0.102174    0.029759   0.0001620   0.0000000   -0.067523    0.000000   -0.018244    0.000000
   1927.15    0.036942    0.031365    0.086894    0.032381  -0.0003738   0.0000000   -0.067772    0.000000   -0.017422    0.000000
   1927.20   -0.007458    0.023555    0.131803    0.024056  -0.0001784   0.0000000   -0.068197    0.000000   -0.016526    0.000000
   1927.25   -0.029600    0.021460    0.152453    0.024294  -0.0005334   0.0000000   -0.068483    0.000000   -0.015439    0.000000
   1927.30   -0.009645    0.022716    0.157664    0.024210  -0.0001467   0.0000000   -0.068777    0.000000   -0.015218    0.000000
   1927.35   -0.019728    0.026504    0.135109    0.030481   0.0002414   0.0000000   -0.068660    0.000000   -0.014906    0.000000
   1927.40    0.033086    0.024981    0.185976    0.021732  -0.0001506   0.0000000   -0.068384    0.000000   -0.014809    0.000000
   1927.45    0.018114    0.021718    0.169258    0.018745  -0.0001014   0.0000000   -0.067522    0.000000   -0.015031    0.000000
   1927.50    0.034760    0.018856    0.151449    0.020139   0.0001109   0.0000000   -0.066380    0.000000   -0.015225    0.000000
   1927.55    0.028636    0.019568    0.169193    0.020543   0.0000844   0.0000000   -0.065181    0.000000   -0.015234    0.000000
   1927.60    0.043988    0.017399    0.119841    0.021823  -0.0001566   0.0000000   -0.064242    0.000000   -0.015239    0.000000
   1927.65    0.051244    0.018758    0.103422    0.022663  -0.0000008   0.0000000   -0.063775    0.000000   -0.015355    0.000000
   1927.70    0.040930    0.021843    0.090973    0.020887   0.0000532   0.0000000   -0.063704    0.000000   -0.015611    0.000000
   1927.75    0.009056    0.017576    0.100846    0.018119  -0.0002189   0.0000000   -0.064153    0.000000   -0.016143    0.000000
   1927.80    0.026045    0.016500    0.081236    0.017254   0.0002385   0.0000000   -0.064819    0.000000   -0.016893    0.000000
   1927.85   -0.014593    0.025736    0.066850    0.028113  -0.0001408   0.0000000   -0.065569    0.000000   -0.017821    0.000000
   1927.90   -0.054867    0.023720    0.116289    0.024731  -0.0000337   0.0000000   -0.066140    0.000000   -0.018795    0.000000
   1927.95   -0.086746    0.035802    0.105371    0.028362   0.0003053   0.0000000   -0.066541    0.000000   -0.019595    0.000000
   1928.00   -0.055531    0.043304    0.134363    0.021625  -0.0000143   0.0000000   -0.066749    0.000000   -0.019636    0.000000
   1928.05   -0.092644    0.025126    0.117519    0.026269  -0.0000762   0.0000000   -0.066935    0.000000   -0.019503    0.000000
   1928.10   -0.098639    0.025337    0.135574    0.035424   0.0000308   0.0000000   -0.067098    0.000000   -0.018949    0.000000
   1928.15   -0.050879    0.025597    0.140376    0.024824   0.0000472   0.0000000   -0.067313    0.000000   -0.018031    0.000000
   1928.20   -0.066396    0.022341    0.173210    0.023555  -0.0003901   0.0000000   -0.067704    0.000000   -0.016953    0.000000
   1928.25   -0.078257    0.023798    0.133627    0.022491   0.0002808   0.0000000   -0.068001    0.000000   -0.016319    0.000000
   1928.30   -0.047244    0.026124    0.150203    0.029523   0.0000398   0.0000000   -0.068340    0.000000   -0.015486    0.000000
   1928.35   -0.042091    0.021407    0.201876    0.025234  -0.0002680   0.0000000   -0.068314    0.000000   -0.015247    0.000000
   1928.40   -0.026118    0.017236    0.225558    0.023082   0.0001334   0.0000000   -0.067982    0.000000   -0.015022    0.000000
   1928.45   -0.024240    0.017519    0.178981    0.024191  -0.0000661   0.0000000   -0.067055    0.000000   -0.015243    0.000000
   1928.50   -0.000480    0.017303    0.148421    0.024001  -0.0000685   0.0000000   -0.065910    0.000000   -0.015335    0.000000
   1928.55    0.012737    0.015236    0.177318    0.018800   0.0001323   0.0000000   -0.064656    0.000000   -0.015594    0.000000
   1928.60    0.050535    0.017640    0.149495    0.022819  -0.0000498   0.0000000   -0.063805    0.000000   -0.015462    0.000000
   1928.65    0.057750    0.018183    0.138005    0.021877  -0.0001837   0.0000000   -0.063288    0.000000   -0.015564    0.000000
   1928.70    0.042348    0.021542    0.123466    0.025094  -0.0000538   0.0000000   -0.063348    0.000000   -0.016031    0.000000
   1928.75   -0.011760    0.022949    0.144044    0.024971  -0.0000025   0.0000000   -0.063746    0.000000   -0.016404    0.000000
   1928.80   -0.047087    0.026314    0.125827    0.022740   0.0000026   0.0000000   -0.064424    0.000000   -0.017086    0.000000
   1928.85   -0.102210    0.047787    0.145920    0.034520   0.0002394   0.0000000   -0.065223    0.000000   -0.017933    0.000000
   1928.90   -0.046195    0.024904    0.151725    0.032170  -0.0000959   0.0000000   -0.065864    0.000000   -0.018850    0.000000
   1928.95   -0.059079    0.032169    0.210583    0.030100  -0.0000385   0.0000000   -0.066301    0.000000   -0.019445    0.000000
   1929.00   -0.088375    0.035674    0.202748    0.030148   0.0002273   0.0000000   -0.066516    0.000000   -0.019692    0.000000
   1929.05   -0.115002    0.034295    0.218441    0.032059   0.0000083   0.0000000   -0.066580    0.000000   -0.019668    0.000000
   1929.10   -0.033027    0.034601    0.243833    0.025636   0.0000717   0.0000000   -0.066674    0.000000   -0.019012    0.000000
   1929.15   -0.039533    0.028275    0.213560    0.025397   0.0000936   0.0000000   -0.066906    0.000000   -0.018255    0.000000
   1929.20   -0.042616    0.019716    0.187736    0.021934  -0.0000542   0.0000000   -0.067291    0.000000   -0.017170    0.000000
   1929.25   -0.006607    0.026239    0.238613    0.028070  -0.0000795   0.0000000   -0.067713    0.000000   -0.016258    0.000000
   1929.30    0.019980    0.027474    0.269660    0.030465   0.0001552   0.0000000   -0.067931    0.000000   -0.015630    0.000000
   1929.35    0.039107    0.028730    0.264850    0.027030  -0.0000819   0.0000000   -0.067953    0.000000   -0.015149    0.000000
   1929.40    0.078742    0.022038    0.226883    0.027845  -0.0000094   0.0000000   -0.067509    0.000000   -0.014959    0.000000
   1929.45    0.106302    0.017111    0.203752    0.025666   0.0002584   0.0000000   -0.066666    0.000000   -0.014963    0.000000
   1929.50    0.130438    0.017630    0.227993    0.023409  -0.0001474   0.0000000   -0.065631    0.000000   -0.015244    0.000000
   1929.55    0.140764    0.013690    0.173675    0.021289   0.0000453   0.0000000   -0.064456    0.000000   -0.015319    0.000000
   1929.60    0.110620    0.016235    0.124590    0.019496   0.0001578   0.0000000   -0.063513    0.000000   -0.015394    0.000000
   1929.65    0.139812    0.016670    0.095745    0.018377  -0.0002527   0.0000000   -0.063161    0.000000   -0.015574    0.000000
   1929.70    0.126314    0.032075    0.087418    0.027933  -0.0002416   0.0000000   -0.063081    0.000000   -0.015794    0.000000
   1929.75    0.053999    0.022103    0.043373    0.024673   0.0001412   0.0000000   -0.063501    0.000000   -0.016479    0.000000
   1929.80   -0.022479    0.022698    0.024761    0.020432  -0.0000144   0.0000000   -0.064199    0.000000   -0.017005    0.000000
   1929.85   -0.054898    0.028156    0.038374    0.025312  -0.0000707   0.0000000   -0.065059    0.000000   -0.017656    0.000000
   1929.90   -0.059845    0.022871    0.058348    0.022164   0.0001230   0.0000000   -0.065795    0.000000   -0.018610    0.000000
   1929.95   -0.078744    0.027911    0.089228    0.043990  -0.0000627   0.0000000   -0.066180    0.000000   -0.019285    0.000000
   1930.00   -0.144285    0.028795    0.090371    0.028452  -0.0000555   0.0000000   -0.066456    0.000000   -0.019461    0.000000
   1930.05   -0.150258    0.023014    0.145667    0.033539   0.0000469   0.0000000   -0.066361    0.000000   -0.019246    0.000000
   1930.10   -0.153273    0.027582    0.173001    0.025308  -0.0002703   0.0000000   -0.066447    0.000000   -0.018891    0.000000
   1930.15   -0.158114    0.024673    0.208175    0.022781   0.0002614   0.0000000   -0.066578    0.000000   -0.017925    0.000000
   1930.20   -0.124270    0.024112    0.236558    0.020215   0.0000981   0.0000000   -0.067007    0.000000   -0.016857    0.000000
   1930.25   -0.101181    0.021850    0.289489    0.021923  -0.0000320   0.0000000   -0.067374    0.000000   -0.016115    0.000000
   1930.30   -0.064674    0.022936    0.265354    0.024941   0.0000104   0.0000000   -0.067622    0.000000   -0.015392    0.000000
   1930.35   -0.039390    0.025297    0.272258    0.028633   0.0000569   0.0000000   -0.067548    0.000000   -0.015008    0.000000
   1930.40    0.034352    0.022732    0.307743    0.022006  -0.0000232   0.0000000   -0.067097    0.000000   -0.014976    0.000000
   1930.45    0.049976    0.019214    0.273250    0.024186  -0.0000358   0.0000000   -0.066383    0.000000   -0.014896    0.000000
   1930.50    0.120244    0.019043    0.243354    0.020847   0.0001749   0.0000000   -0.065145    0.000000   -0.015047    0.000000
   1930.55    0.154990    0.020415    0.223233    0.021115  -0.0002015   0.0000000   -0.064171    0.000000   -0.015226    0.000000
   1930.60    0.136689    0.017474    0.168312    0.021928   0.0001277   0.0000000   -0.063216    0.000000   -0.015144    0.000000
   1930.65    0.173335    0.018304    0.146284    0.025332   0.0001605   0.0000000   -0.062708    0.000000   -0.015033    0.000000
   1930.70    0.147293    0.019982    0.070032    0.026210  -0.0002437   0.0000000   -0.062713    0.000000   -0.015412    0.000000
   1930.75    0.118883    0.016305    0.063955    0.019507   0.0000713   0.0000000   -0.063028    0.000000   -0.015905    0.000000
   1930.80    0.057405    0.021269    0.057098    0.018428  -0.0000696   0.0000000   -0.063829    0.000000   -0.016509    0.000000
   1930.85    0.013134    0.032009    0.060261    0.036283  -0.0001068   0.0000000   -0.064653    0.000000   -0.017347    0.000000
   1930.90   -0.019948    0.024829    0.082339    0.027650   0.0000638   0.0000000   -0.065409    0.000000   -0.018091    0.000000
   1930.95   -0.121561    0.027839    0.054941    0.023670   0.0000695   0.0000000   -0.065892    0.000000   -0.018768    0.000000
   1931.00   -0.257294    0.051635    0.077553    0.026040   0.0001087   0.0000000   -0.066029    0.000000   -0.019029    0.000000
   1931.05   -0.219048    0.036518    0.114703    0.025810   0.0001555   0.0000000   -0.066199    0.000000   -0.018870    0.000000
   1931.10   -0.183582    0.032877    0.142263    0.029800  -0.0000936   0.0000000   -0.066247    0.000000   -0.018136    0.000000
   1931.15   -0.194877    0.033578    0.203075    0.026226  -0.0002303   0.0000000   -0.066453    0.000000   -0.017333    0.000000
   1931.20   -0.174733    0.024242    0.251159    0.025753   0.0001638   0.0000000   -0.066740    0.000000   -0.016289    0.000000
   1931.25   -0.163193    0.022955    0.276678    0.022101  -0.0000248   0.0000000   -0.067170    0.000000   -0.015216    0.000000
   1931.30   -0.148578    0.021087    0.301442    0.017521  -0.0001549   0.0000000   -0.067445    0.000000   -0.014630    0.000000
   1931.35   -0.083688    0.019213    0.337361    0.024520   0.0001317   0.0000000   -0.067369    0.000000   -0.014335    0.000000
   1931.40   -0.028230    0.019500    0.350350    0.019927  -0.0000248   0.0000000   -0.067031    0.000000   -0.014255    0.000000
   1931.45    0.032654    0.021523    0.350916    0.022025  -0.0001769   0.0000000   -0.066145    0.000000   -0.014459    0.000000
   1931.50    0.100407    0.021814    0.344409    0.023468   0.0000121   0.0000000   -0.065110    0.000000   -0.014671    0.000000
   1931.55    0.155067    0.016655    0.301264    0.019062   0.0000935   0.0000000   -0.063857    0.000000   -0.014634    0.000000
   1931.60    0.192028    0.018454    0.256116    0.019391  -0.0001587   0.0000000   -0.062947    0.000000   -0.014539    0.000000
   1931.65    0.201035    0.017437    0.224073    0.019759   0.0001746   0.0000000   -0.062383    0.000000   -0.014540    0.000000
   1931.70    0.206910    0.023589    0.153785    0.016589   0.0000140   0.0000000   -0.062315    0.000000   -0.014673    0.000000
   1931.75    0.165516    0.017633    0.109274    0.018135  -0.0001372   0.0000000   -0.062722    0.000000   -0.015055    0.000000
   1931.80    0.102259    0.018830    0.030799    0.017390   0.0001560   0.0000000   -0.063298    0.000000   -0.015770    0.000000
   1931.85   -0.000478    0.033332    0.020209    0.023356  -0.0000492   0.0000000   -0.064242    0.000000   -0.016337    0.000000
   1931.90   -0.026974    0.024175    0.022511    0.027291  -0.0000752   0.0000000   -0.064860    0.000000   -0.017398    0.000000
   1931.95   -0.031798    0.022774   -0.033749    0.025039   0.0001104   0.0000000   -0.065270    0.000000   -0.018061    0.000000
   1932.00   -0.071149    0.025168    0.047598    0.021450   0.0000081   0.0000000   -0.065467    0.000000   -0.018376    0.000000
   1932.05   -0.141292    0.019905    0.056097    0.022332  -0.0002447   0.0000000   -0.065544    0.000000   -0.018124    0.000000
   1932.10   -0.123848    0.028897    0.104614    0.024951   0.0001266   0.0000000   -0.065642    0.000000   -0.017662    0.000000
   1932.15   -0.199966    0.031555    0.142026    0.025580  -0.0000964   0.0000000   -0.065802    0.000000   -0.016540    0.000000
   1932.20   -0.167530    0.035926    0.182149    0.029513  -0.0000735   0.0000000   -0.066229    0.000000   -0.015620    0.000000
   1932.25   -0.186668    0.021719    0.224402    0.017991   0.0001946   0.0000000   -0.066599    0.000000   -0.014623    0.000000
   1932.30   -0.138093    0.023329    0.266085    0.018924  -0.0000615   0.0000000   -0.066843    0.000000   -0.013755    0.000000
   1932.35   -0.150414    0.026565    0.302156    0.023581  -0.0000096   0.0000000   -0.066842    0.000000   -0.013617    0.000000
   1932.40   -0.112928    0.022993    0.312163    0.022426   0.0002160   0.0000000   -0.066336    0.000000   -0.013787    0.000000
   1932.45   -0.048026    0.027413    0.337222    0.029042  -0.0001549   0.0000000   -0.065541    0.000000   -0.013882    0.000000
   1932.50   -0.022209    0.020333    0.318169    0.019971  -0.0000108   0.0000000   -0.064351    0.000000   -0.013994    0.000000
   1932.55    0.023480    0.017796    0.321425    0.018380   0.0001788   0.0000000   -0.063244    0.000000   -0.014123    0.000000
   1932.60    0.101548    0.019981    0.317582    0.018161  -0.0000870   0.0000000   -0.062355    0.000000   -0.013952    0.000000
   1932.65    0.124941    0.018390    0.294537    0.017651   0.0000674   0.0000000   -0.061833    0.000000   -0.013977    0.000000
   1932.70    0.113644    0.021640    0.247985    0.016102   0.0001780   0.0000000   -0.061801    0.000000   -0.014289    0.000000
   1932.75    0.150843    0.022053    0.196814    0.015853   0.0000960   0.0000000   -0.062123    0.000000   -0.014595    0.000000
   1932.80    0.136612    0.026816    0.193978    0.021421  -0.0002423   0.0000000   -0.062941    0.000000   -0.015055    0.000000
   1932.85    0.118058    0.027295    0.159085    0.018192   0.0003673   0.0000000   -0.063573    0.000000   -0.015836    0.000000
   1932.90    0.114774    0.031527    0.158947    0.019564  -0.0003230   0.0000000   -0.064519    0.000000   -0.016363    0.000000
   1932.95    0.077472    0.036148    0.080021    0.027425   0.0000409   0.0000000   -0.064836    0.000000   -0.017112    0.000000
   1933.00    0.011206    0.025388    0.079926    0.026632   0.0001986   0.0000000   -0.065012    0.000000   -0.017573    0.000000
   1933.05   -0.037794    0.032125    0.072945    0.025911  -0.0000472   0.0000000   -0.065085    0.000000   -0.017421    0.000000
   1933.10   -0.118575    0.024213    0.069847    0.023982  -0.0000219   0.0000000   -0.065066    0.000000   -0.016747    0.000000
   1933.15   -0.107745    0.026394    0.135402    0.021907   0.0000669   0.0000000   -0.065261    0.000000   -0.015927    0.000000
   1933.20   -0.126369    0.029175    0.122725    0.032147  -0.0000184   0.0000000   -0.065559    0.000000   -0.014857    0.000000
   1933.25   -0.162205    0.021842    0.188172    0.019437  -0.0000859   0.0000000   -0.066003    0.000000   -0.013698    0.000000
   1933.30   -0.168770    0.024247    0.201239    0.017765   0.0001565   0.0000000   -0.066149    0.000000   -0.013178    0.000000
   1933.35   -0.155220    0.021858    0.219524    0.021385  -0.0001967   0.0000000   -0.066233    0.000000   -0.012721    0.000000
